"","round","pick","overall","franchise_id","franchise_name","user_nickname","player_id","player_name","pos","team","bid_amount","nominating_team_id","is_keeper","can_keeper","autodraft_type","complete_date","in_progress","pick_id","drafted","lineupSlotId","tradeLocked","memberId","trans_date"
"19",14,12,168,4,"Total Luckbox","theonedon",3045144,"Tyler Boyd","WR","CIN",1,8,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,168,TRUE,20,FALSE,"{EEA02545-1141-4227-9699-C91551004D68}",2023-09-03
"20",15,1,169,8,"The  Vindicators","Craven_Fearless",-16020,"Jets D/ST","DST","NYJ",1,6,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,169,TRUE,16,FALSE,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",2023-09-03
"21",15,2,170,11,"Brenners Semicolon ","ESPNFAN1634782429",3128390,"Allen Lazard","WR","NYJ",1,11,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,170,TRUE,20,FALSE,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",2023-09-03
"22",15,3,171,12,"Böblingen Ballers","olliwolli",-16015,"Dolphins D/ST","DST","MIA",1,3,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,171,TRUE,16,FALSE,"{9A0F8FD2-F018-4225-9F35-8D4CDC07130E}",2023-09-03
"23",15,4,172,7,"Team Roy","JR251978",4036348,"Michael Gallup","WR","DAL",1,10,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,172,TRUE,20,FALSE,"{E6D02FA0-B840-4917-B671-15C15A62FF1C}",2023-09-03
"24",15,5,173,1,"Ooh Baby I Like It Ra","Brandon35119",3925347,"Damien Harris","RB","BUF",1,5,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,173,TRUE,20,FALSE,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",2023-09-03
"25",15,6,174,8,"The  Vindicators","Craven_Fearless",3059915,"Kareem Hunt","RB","FA",1,12,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,174,TRUE,20,FALSE,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",2023-09-03
"26",15,7,175,11,"Brenners Semicolon ","ESPNFAN1634782429",3916566,"K.J. Osborn","WR","MIN",1,7,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,175,TRUE,20,FALSE,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",2023-09-03
"27",15,8,176,12,"Böblingen Ballers","olliwolli",4040655,"Darnell Mooney","WR","CHI",1,9,FALSE,FALSE,3,2023-09-03 18:42:52,FALSE,176,TRUE,20,FALSE,NA,2023-09-03
"28",15,9,177,7,"Team Roy","JR251978",4241555,"Elijah Mitchell","RB","SFO",1,1,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,177,TRUE,20,FALSE,"{E6D02FA0-B840-4917-B671-15C15A62FF1C}",2023-09-03
"29",15,10,178,1,"Ooh Baby I Like It Ra","Brandon35119",3050478,"Jake Elliott","K","PHI",1,4,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,178,TRUE,17,FALSE,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",2023-09-03
"30",15,11,179,8,"The  Vindicators","Craven_Fearless",2473037,"Jason Myers","K","SEA",1,2,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,179,TRUE,17,FALSE,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",2023-09-03
"31",15,12,180,11,"Brenners Semicolon ","ESPNFAN1634782429",-16016,"Vikings D/ST","DST","MIN",1,8,FALSE,FALSE,3,2023-09-03 18:42:52,FALSE,180,TRUE,20,FALSE,NA,2023-09-03
"32",16,1,181,12,"Böblingen Ballers","olliwolli",12460,"Graham Gano","K","NYG",1,6,FALSE,FALSE,3,2023-09-03 18:42:52,FALSE,181,TRUE,17,FALSE,NA,2023-09-03
"33",16,2,182,7,"Team Roy","JR251978",4429013,"Tank Bigsby","RB","JAC",1,11,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,182,TRUE,20,FALSE,"{E6D02FA0-B840-4917-B671-15C15A62FF1C}",2023-09-03
"34",16,3,183,1,"Ooh Baby I Like It Ra","Brandon35119",-16005,"Browns D/ST","DST","CLE",1,3,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,183,TRUE,16,FALSE,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",2023-09-03
"35",16,4,184,11,"Brenners Semicolon ","ESPNFAN1634782429",10621,"Nick Folk","K","TEN",1,10,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,184,TRUE,20,FALSE,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",2023-09-03
"36",16,5,185,12,"Böblingen Ballers","olliwolli",3051926,"Gus Edwards","RB","BAL",1,5,FALSE,FALSE,3,2023-09-03 18:42:52,FALSE,185,TRUE,20,FALSE,NA,2023-09-03
"37",16,6,186,7,"Team Roy","JR251978",4360939,"Rashod Bateman","WR","BAL",1,12,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,186,TRUE,20,FALSE,"{E6D02FA0-B840-4917-B671-15C15A62FF1C}",2023-09-03
"38",16,7,187,12,"Böblingen Ballers","olliwolli",4371733,"Kenneth Gainwell","RB","PHI",1,7,FALSE,FALSE,3,2023-09-03 18:42:52,FALSE,187,TRUE,20,FALSE,NA,2023-09-03
"39",16,8,188,7,"Team Roy","JR251978",3046779,"Jared Goff","QB","DET",1,9,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,188,TRUE,20,FALSE,"{E6D02FA0-B840-4917-B671-15C15A62FF1C}",2023-09-03
"40",16,9,189,12,"Böblingen Ballers","olliwolli",4240455,"Deon Jackson","RB","IND",1,1,FALSE,FALSE,3,2023-09-03 18:42:52,FALSE,189,TRUE,20,FALSE,NA,2023-09-03
"41",16,10,190,7,"Team Roy","JR251978",-16004,"Bengals D/ST","DST","CIN",1,4,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,190,TRUE,16,FALSE,"{E6D02FA0-B840-4917-B671-15C15A62FF1C}",2023-09-03
"42",16,11,191,12,"Böblingen Ballers","olliwolli",4569609,"Evan Hull","RB","IND",1,2,FALSE,FALSE,3,2023-09-03 18:42:52,FALSE,191,TRUE,20,FALSE,NA,2023-09-03
"43",16,12,192,7,"Team Roy","JR251978",4362081,"Cameron Dicker","K","LAC",1,8,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,192,TRUE,17,FALSE,"{E6D02FA0-B840-4917-B671-15C15A62FF1C}",2023-09-03
"44",11,5,125,3,"Running Up That Hill","ESPNFAN4315491287",3117256,"Dalton Schultz","TE","HOU",2,5,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,125,TRUE,20,FALSE,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",2023-09-03
"45",11,8,128,6,"Team Da Rejects","espn68203723",3916433,"Jakobi Meyers","WR","OAK",2,9,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,128,TRUE,20,FALSE,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",2023-09-03
"46",11,12,132,5,"Lawrence  and Order CI","espn34496267",-16018,"Saints D/ST","DST","NOS",2,8,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,132,TRUE,16,FALSE,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",2023-09-03
"47",12,1,133,11,"Brenners Semicolon ","ESPNFAN1634782429",3917792,"Daniel Jones","QB","NYG",2,6,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,133,TRUE,0,FALSE,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",2023-09-03
"48",12,9,141,1,"Ooh Baby I Like It Ra","Brandon35119",4372414,"Elijah Moore","WR","CLE",2,1,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,141,TRUE,20,FALSE,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",2023-09-03
"49",12,11,143,6,"Team Da Rejects","espn68203723",3975763,"Greg Joseph","K","MIN",2,2,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,143,TRUE,20,FALSE,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",2023-09-03
"50",13,4,148,9,"Any Given Sundae","anygivensundae",4426485,"Jonathan Mingo","WR","CAR",2,10,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,148,TRUE,20,FALSE,"{313485EB-A983-45CC-9089-0E2DEE018820}",2023-09-03
"51",13,5,149,3,"Running Up That Hill","ESPNFAN4315491287",2577417,"Dak Prescott","QB","DAL",2,5,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,149,TRUE,20,FALSE,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",2023-09-03
"52",13,6,150,8,"The  Vindicators","Craven_Fearless",14881,"Russell Wilson","QB","DEN",2,12,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,150,TRUE,20,FALSE,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",2023-09-03
"53",13,8,152,9,"Any Given Sundae","anygivensundae",4373626,"Tyler Allgeier","RB","ATL",2,9,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,152,TRUE,20,FALSE,"{313485EB-A983-45CC-9089-0E2DEE018820}",2023-09-03
"54",13,11,155,1,"Ooh Baby I Like It Ra","Brandon35119",2576414,"Raheem Mostert","RB","MIA",2,2,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,155,TRUE,20,FALSE,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",2023-09-03
"55",14,11,167,11,"Brenners Semicolon ","ESPNFAN1634782429",4426386,"Roschon Johnson","RB","CHI",2,2,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,167,TRUE,20,FALSE,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",2023-09-03
"56",8,8,92,1,"Ooh Baby I Like It Ra","Brandon35119",4360635,"Chigoziem Okonkwo","TE","TEN",3,9,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,92,TRUE,20,FALSE,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",2023-09-03
"57",8,11,95,8,"The  Vindicators","Craven_Fearless",4241479,"Tua Tagovailoa","QB","MIA",3,2,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,95,TRUE,0,FALSE,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",2023-09-03
"58",10,5,113,3,"Running Up That Hill","ESPNFAN4315491287",4258595,"Cole Kmet","TE","CHI",3,5,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,113,TRUE,6,FALSE,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",2023-09-03
"59",10,7,115,6,"Team Da Rejects","espn68203723",3139925,"Rashaad Penny","RB","PHI",3,7,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,115,TRUE,20,FALSE,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",2023-09-03
"60",10,11,119,3,"Running Up That Hill","ESPNFAN4315491287",3128429,"Courtland Sutton","WR","DEN",3,2,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,119,TRUE,20,FALSE,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",2023-09-03
"61",11,2,122,3,"Running Up That Hill","ESPNFAN4315491287",-16021,"Eagles D/ST","DST","PHI",3,11,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,122,TRUE,16,FALSE,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",2023-09-03
"62",11,3,123,10,"Lamar Lamar Lamar","MFosterMN",-16006,"Cowboys D/ST","DST","DAL",3,3,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,123,TRUE,16,FALSE,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",2023-09-03
"63",11,7,127,9,"Any Given Sundae","anygivensundae",3120348,"JuJu Smith-Schuster","WR","NEP",3,7,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,127,TRUE,20,FALSE,"{313485EB-A983-45CC-9089-0E2DEE018820}",2023-09-03
"64",11,10,130,2,"Lambeau Leaps","espn01620634",4426875,"Sam Howell","QB","WAS",3,4,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,130,TRUE,20,FALSE,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",2023-09-03
"65",11,11,131,5,"Lawrence  and Order CI","espn34496267",3055899,"Harrison Butker","K","KCC",3,2,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,131,TRUE,17,FALSE,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",2023-09-03
"66",12,4,136,11,"Brenners Semicolon ","ESPNFAN1634782429",16460,"Adam Thielen","WR","CAR",3,10,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,136,TRUE,20,FALSE,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",2023-09-03
"67",12,6,138,3,"Running Up That Hill","ESPNFAN4315491287",4258173,"Nico Collins","WR","HOU",3,12,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,138,TRUE,20,FALSE,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",2023-09-03
"68",13,1,145,11,"Brenners Semicolon ","ESPNFAN1634782429",-16002,"Bills D/ST","DST","BUF",3,6,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,145,TRUE,16,FALSE,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",2023-09-03
"69",13,3,147,10,"Lamar Lamar Lamar","MFosterMN",4686472,"Marvin Mims Jr.","WR","DEN",3,3,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,147,TRUE,20,FALSE,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",2023-09-03
"70",13,7,151,9,"Any Given Sundae","anygivensundae",4040761,"Devin Singletary","RB","HOU",3,7,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,151,TRUE,20,FALSE,"{313485EB-A983-45CC-9089-0E2DEE018820}",2023-09-03
"71",13,10,154,2,"Lambeau Leaps","espn01620634",3049899,"Younghoe Koo","K","ATL",3,4,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,154,TRUE,17,FALSE,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",2023-09-03
"72",9,3,99,2,"Lambeau Leaps","espn01620634",4429025,"Quentin Johnston","WR","LAC",4,3,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,99,TRUE,20,FALSE,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",2023-09-03
"73",10,6,114,2,"Lambeau Leaps","espn01620634",4239934,"AJ Dillon","RB","GBP",4,12,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,114,TRUE,20,FALSE,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",2023-09-03
"74",10,8,116,4,"Total Luckbox","theonedon",4429160,"De'Von Achane","RB","MIA",4,9,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,116,TRUE,20,FALSE,"{EEA02545-1141-4227-9699-C91551004D68}",2023-09-03
"75",10,12,120,3,"Running Up That Hill","ESPNFAN4315491287",4036378,"Jordan Love","QB","GBP",4,8,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,120,TRUE,20,FALSE,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",2023-09-03
"76",12,8,140,6,"Team Da Rejects","espn68203723",14880,"Kirk Cousins","QB","MIN",4,9,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,140,TRUE,20,FALSE,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",2023-09-03
"77",13,2,146,10,"Lamar Lamar Lamar","MFosterMN",4685720,"Bryce Young","QB","CAR",4,11,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,146,TRUE,20,FALSE,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",2023-09-03
"78",8,3,87,10,"Lamar Lamar Lamar","MFosterMN",3116389,"Samaje Perine","RB","DEN",5,3,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,87,TRUE,20,FALSE,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",2023-09-03
"79",9,11,107,9,"Any Given Sundae","anygivensundae",3051909,"Daniel Carlson","K","OAK",5,2,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,107,TRUE,17,FALSE,"{313485EB-A983-45CC-9089-0E2DEE018820}",2023-09-03
"80",9,12,108,6,"Team Da Rejects","espn68203723",4430027,"Sam LaPorta","TE","DET",5,8,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,108,TRUE,20,FALSE,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",2023-09-03
"81",9,10,106,2,"Lambeau Leaps","espn01620634",3895856,"Christian Kirk","WR","JAC",6,4,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,106,TRUE,20,FALSE,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",2023-09-03
"82",10,10,118,2,"Lambeau Leaps","espn01620634",4426385,"Zach Charbonnet","RB","SEA",6,4,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,118,TRUE,20,FALSE,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",2023-09-03
"83",11,4,124,5,"Lawrence  and Order CI","espn34496267",2976316,"Michael Thomas","WR","NOS",6,10,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,124,TRUE,20,FALSE,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",2023-09-03
"84",11,6,126,9,"Any Given Sundae","anygivensundae",16782,"Jerick McKinnon","RB","KCC",6,12,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,126,TRUE,20,FALSE,"{313485EB-A983-45CC-9089-0E2DEE018820}",2023-09-03
"85",12,7,139,1,"Ooh Baby I Like It Ra","Brandon35119",4242431,"Ty Chandler","RB","MIN",6,7,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,139,TRUE,20,FALSE,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",2023-09-03
"86",7,7,79,9,"Any Given Sundae","anygivensundae",-16025,"49ers D/ST","DST","SFO",7,7,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,79,TRUE,16,FALSE,"{313485EB-A983-45CC-9089-0E2DEE018820}",2023-09-03
"87",7,11,83,6,"Team Da Rejects","espn68203723",15683,"Justin Tucker","K","BAL",7,2,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,83,TRUE,17,FALSE,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",2023-09-03
"88",8,7,91,4,"Total Luckbox","theonedon",4569987,"Jaylen Warren","RB","PIT",7,7,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,91,TRUE,20,FALSE,"{EEA02545-1141-4227-9699-C91551004D68}",2023-09-03
"89",9,8,104,9,"Any Given Sundae","anygivensundae",4361579,"Javonte Williams","RB","DEN",7,9,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,104,TRUE,20,FALSE,"{313485EB-A983-45CC-9089-0E2DEE018820}",2023-09-03
"90",10,4,112,3,"Running Up That Hill","ESPNFAN4315491287",4035687,"Michael Pittman Jr.","WR","IND",7,10,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,112,TRUE,20,FALSE,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",2023-09-03
"91",6,3,63,6,"Team Da Rejects","espn68203723",3051392,"Ezekiel Elliott","RB","NEP",8,3,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,63,TRUE,2,FALSE,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",2023-09-03
"92",8,10,94,11,"Brenners Semicolon ","ESPNFAN1634782429",4360294,"Antonio Gibson","RB","WAS",8,4,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,94,TRUE,2,FALSE,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",2023-09-03
"93",8,12,96,2,"Lambeau Leaps","espn01620634",3051876,"Evan Engram","TE","JAC",8,8,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,96,TRUE,20,FALSE,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",2023-09-03
"94",10,1,109,11,"Brenners Semicolon ","ESPNFAN1634782429",4567156,"Treylon Burks","WR","TEN",8,6,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,109,TRUE,4,FALSE,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",2023-09-03
"95",10,2,110,3,"Running Up That Hill","ESPNFAN4315491287",4430191,"Skyy Moore","WR","KCC",8,11,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,110,TRUE,20,FALSE,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",2023-09-03
"96",12,5,137,4,"Total Luckbox","theonedon",16733,"Odell Beckham Jr.","WR","BAL",8,5,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,137,TRUE,20,FALSE,"{EEA02545-1141-4227-9699-C91551004D68}",2023-09-03
"97",9,5,101,8,"The  Vindicators","Craven_Fearless",16737,"Mike Evans","WR","TBB",9,5,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,101,TRUE,20,FALSE,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",2023-09-03
"98",9,7,103,10,"Lamar Lamar Lamar","MFosterMN",4241372,"Marquise Brown","WR","ARI",9,7,FALSE,FALSE,0,2023-09-03 18:42:52,FALSE,103,TRUE,20,FALSE,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",2023-09-03
"99",1,1,1,1,"Ooh Baby I Like It Ra","Brandon35119",4248528,"Christian Watson","WR","GBP",10,0,TRUE,FALSE,0,2023-09-03 18:42:52,FALSE,1,TRUE,4,FALSE,NA,2023-09-03
"100",1,2,2,1,"Ooh Baby I Like It Ra","Brandon35119",3918298,"Josh Allen","QB","BUF",10,0,TRUE,FALSE,0,2023-09-03 18:42:52,FALSE,2,TRUE,0,FALSE,NA,2023-09-03
"101",1,11,11,2,"Lambeau Leaps","espn01620634",4360238,"Dameon Pierce","RB","HOU",10,0,TRUE,FALSE,0,2023-09-03 18:42:52,FALSE,11,TRUE,2,FALSE,NA,2023-09-03
"102",1,12,12,2,"Lambeau Leaps","espn01620634",4567048,"Kenneth Walker III","RB","SEA",10,0,TRUE,FALSE,0,2023-09-03 18:42:52,FALSE,12,TRUE,20,FALSE,NA,2023-09-03
"103",2,1,13,3,"Running Up That Hill","ESPNFAN4315491287",4040715,"Jalen Hurts","QB","PHI",10,0,TRUE,FALSE,0,2023-09-03 18:42:52,FALSE,13,TRUE,0,FALSE,NA,2023-09-03
"104",2,5,17,3,"Running Up That Hill","ESPNFAN4315491287",3916148,"Tony Pollard","RB","DAL",10,0,TRUE,FALSE,0,2023-09-03 18:42:52,FALSE,17,TRUE,2,FALSE,NA,2023-09-03
"105",2,8,20,4,"Total Luckbox","theonedon",3121023,"Dallas Goedert","TE","PHI",10,0,TRUE,FALSE,0,2023-09-03 18:42:52,FALSE,20,TRUE,6,FALSE,NA,2023-09-03
