"","round","pick","overall","franchise_id","franchise_name","user_nickname","player_id","player_name","pos","team","bid_amount","nominating_team_id","is_keeper","can_keeper","autodraft_type","complete_date","in_progress","pick_id","drafted","lineupSlotId","memberId","tradeLocked"
"11",13,9,153,9,"Team Nicoletti","anygivensundae",11122,"Matt Prater","K","ARI",1,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,153,TRUE,17,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"12",13,11,155,12,"Böblingen Ballers","olliwolli",2572861,"J.D. McKissic","RB","WAS",1,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,155,TRUE,20,"{9A0F8FD2-F018-4225-9F35-8D4CDC07130E}",FALSE
"13",13,12,156,8,"The  Vindicators","Craven_Fearless",4039359,"Darrell Henderson Jr.","RB","LAR",1,12,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,156,TRUE,20,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",FALSE
"14",14,2,158,10,"Lamar Lamar Lamar","MFosterMN",3115375,"Darrel Williams","RB","ARI",1,11,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,158,TRUE,20,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"15",14,5,161,1,"Ooh Baby I Like It Ra","Brandon35119",-16024,"Chargers D/ST","DST","LAC",1,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,161,TRUE,16,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"16",14,6,162,7,"West Haven Fry Sauce","espn22484161",-16004,"Bengals D/ST","DST","CIN",1,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,162,TRUE,20,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"17",14,7,163,4,"Total Luckbox","theonedon",2576623,"DeVante Parker","WR","NEP",1,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,163,TRUE,20,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"18",14,8,164,9,"Team Nicoletti","anygivensundae",3123076,"David Njoku","TE","CLE",1,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,164,TRUE,20,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"19",14,10,166,12,"Böblingen Ballers","olliwolli",2576980,"Marcus Mariota","QB","ATL",1,9,FALSE,FALSE,2,2022-08-28 20:47:34,FALSE,166,TRUE,20,NA,FALSE
"20",14,11,167,8,"The  Vindicators","Craven_Fearless",13982,"Julio Jones","WR","TBB",1,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,167,TRUE,20,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",FALSE
"21",14,12,168,11,"Brenners Semicolon ","ESPNFAN1634782429",3975763,"Greg Joseph","K","MIN",1,12,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,168,TRUE,17,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",FALSE
"22",15,2,170,5,"I cant  Stafford Him ","espn34496267",16790,"Jarvis Landry","WR","NOS",1,11,FALSE,FALSE,3,2022-08-28 20:47:34,FALSE,170,TRUE,20,NA,FALSE
"23",15,3,171,1,"Ooh Baby I Like It Ra","Brandon35119",10621,"Nick Folk","K","NEP",1,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,171,TRUE,17,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"24",15,4,172,6,"Team Da Rejects","espn68203723",4036131,"Noah Fant","TE","SEA",1,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,172,TRUE,6,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",FALSE
"25",15,5,173,12,"Böblingen Ballers","olliwolli",4240657,"Michael Carter","RB","NYJ",1,5,FALSE,FALSE,2,2022-08-28 20:47:34,FALSE,173,TRUE,20,NA,FALSE
"26",15,6,174,8,"The  Vindicators","Craven_Fearless",4361529,"Isiah Pacheco","RB","KCC",1,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,174,TRUE,20,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",FALSE
"27",15,7,175,11,"Brenners Semicolon ","ESPNFAN1634782429",3916433,"Jakobi Meyers","WR","NEP",1,1,FALSE,FALSE,2,2022-08-28 20:47:34,FALSE,175,TRUE,20,NA,FALSE
"28",15,8,176,10,"Lamar Lamar Lamar","MFosterMN",2980453,"Jamaal Williams","RB","DET",1,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,176,TRUE,20,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"29",15,9,177,5,"I cant  Stafford Him ","espn34496267",3915165,"Rodrigo Blankenship","K","IND",1,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,177,TRUE,17,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"30",15,10,178,1,"Ooh Baby I Like It Ra","Brandon35119",4242546,"Davis Mills","QB","HOU",1,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,178,TRUE,20,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"31",15,11,179,6,"Team Da Rejects","espn68203723",-16022,"Cardinals D/ST","DST","ARI",1,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,179,TRUE,16,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",FALSE
"32",15,12,180,12,"Böblingen Ballers","olliwolli",12460,"Graham Gano","K","NYG",1,12,FALSE,FALSE,2,2022-08-28 20:47:34,FALSE,180,TRUE,17,NA,FALSE
"33",16,2,182,11,"Brenners Semicolon ","ESPNFAN1634782429",2576414,"Raheem Mostert","RB","MIA",1,11,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,182,TRUE,20,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",FALSE
"34",16,4,184,6,"Team Da Rejects","espn68203723",9354,"Robbie Gould","K","SFO",1,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,184,TRUE,20,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",FALSE
"35",16,5,185,8,"The  Vindicators","Craven_Fearless",4361432,"Romeo Doubs","WR","GBP",1,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,185,TRUE,20,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",FALSE
"36",16,6,186,11,"Brenners Semicolon ","ESPNFAN1634782429",3115378,"Russell Gage","WR","TBB",1,3,FALSE,FALSE,2,2022-08-28 20:47:34,FALSE,186,TRUE,20,NA,FALSE
"37",16,7,187,10,"Lamar Lamar Lamar","MFosterMN",13981,"Mark Ingram II","RB","NOS",1,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,187,TRUE,20,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"38",16,8,188,6,"Team Da Rejects","espn68203723",3051876,"Evan Engram","TE","JAC",1,7,FALSE,FALSE,2,2022-08-28 20:47:34,FALSE,188,TRUE,20,NA,FALSE
"39",16,9,189,8,"The  Vindicators","Craven_Fearless",2974858,"Kenny Golladay","WR","NYG",1,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,189,TRUE,20,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",FALSE
"40",16,10,190,6,"Team Da Rejects","espn68203723",3115394,"DJ Chark","WR","DET",1,9,FALSE,FALSE,2,2022-08-28 20:47:34,FALSE,190,TRUE,20,NA,FALSE
"41",16,11,191,8,"The  Vindicators","Craven_Fearless",4035886,"Khalil Herbert","RB","CHI",1,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,191,TRUE,20,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",FALSE
"42",16,12,192,6,"Team Da Rejects","espn68203723",3139605,"Marlon Mack","RB","HOU",1,12,FALSE,FALSE,2,2022-08-28 20:47:34,FALSE,192,TRUE,20,NA,FALSE
"43",5,1,49,3,"Team Kennedy","ESPNFAN4315491287",3051909,"Daniel Carlson","K","OAK",2,8,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,49,TRUE,17,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"44",11,7,127,5,"I cant  Stafford Him ","espn34496267",-16027,"Buccaneers D/ST","DST","TBB",2,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,127,TRUE,16,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"45",12,4,136,7,"West Haven Fry Sauce","espn22484161",4373626,"Tyler Allgeier","RB","ATL",2,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,136,TRUE,20,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"46",12,5,137,12,"Böblingen Ballers","olliwolli",4569618,"Garrett Wilson","WR","NYJ",2,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,137,TRUE,20,"{9A0F8FD2-F018-4225-9F35-8D4CDC07130E}",FALSE
"47",12,7,139,3,"Team Kennedy","ESPNFAN4315491287",-16006,"Cowboys D/ST","DST","DAL",2,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,139,TRUE,20,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"48",12,11,143,12,"Böblingen Ballers","olliwolli",3116164,"Mike Gesicki","TE","MIA",2,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,143,TRUE,6,"{9A0F8FD2-F018-4225-9F35-8D4CDC07130E}",FALSE
"49",13,3,147,8,"The  Vindicators","Craven_Fearless",4052042,"James Robinson","RB","JAC",2,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,147,TRUE,20,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",FALSE
"50",13,5,149,10,"Lamar Lamar Lamar","MFosterMN",4567156,"Treylon Burks","WR","TEN",2,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,149,TRUE,20,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"51",13,10,154,12,"Böblingen Ballers","olliwolli",3930086,"Dawson Knox","TE","BUF",2,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,154,TRUE,20,"{9A0F8FD2-F018-4225-9F35-8D4CDC07130E}",FALSE
"52",14,4,160,1,"Ooh Baby I Like It Ra","Brandon35119",4046692,"Chase Claypool","WR","PIT",2,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,160,TRUE,20,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"53",14,9,165,1,"Ooh Baby I Like It Ra","Brandon35119",2573401,"Tyler Higbee","TE","LAR",2,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,165,TRUE,20,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"54",15,1,169,9,"Team Nicoletti","anygivensundae",4426891,"Isaiah Spiller","RB","LAC",2,8,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,169,TRUE,20,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"55",16,1,181,10,"Lamar Lamar Lamar","MFosterMN",4361409,"Jahan Dotson","WR","WAS",2,8,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,181,TRUE,20,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"56",3,3,27,4,"Total Luckbox","theonedon",4360234,"Evan McPherson","K","CIN",3,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,27,TRUE,17,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"57",4,1,37,7,"West Haven Fry Sauce","espn22484161",3055899,"Harrison Butker","K","KCC",3,8,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,37,TRUE,17,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"58",7,4,76,2,"Lambeau Leaps","espn01620634",4372414,"Elijah Moore","WR","NYJ",3,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,76,TRUE,20,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"59",7,10,82,5,"I cant  Stafford Him ","espn34496267",2577327,"Tyler Lockett","WR","SEA",3,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,82,TRUE,20,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"60",10,4,112,2,"Lambeau Leaps","espn01620634",4567048,"Kenneth Walker III","RB","SEA",3,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,112,TRUE,20,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"61",10,6,114,3,"Team Kennedy","ESPNFAN4315491287",-16025,"49ers D/ST","DST","SFO",3,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,114,TRUE,16,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"62",10,12,120,12,"Böblingen Ballers","olliwolli",3051738,"Marquez Valdes-Scantling","WR","KCC",3,12,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,120,TRUE,20,"{9A0F8FD2-F018-4225-9F35-8D4CDC07130E}",FALSE
"63",11,1,121,4,"Total Luckbox","theonedon",4371733,"Kenneth Gainwell","RB","PHI",3,8,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,121,TRUE,20,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"64",11,2,122,11,"Brenners Semicolon ","ESPNFAN1634782429",16782,"Jerick McKinnon","RB","KCC",3,11,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,122,TRUE,20,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",FALSE
"65",11,4,124,2,"Lambeau Leaps","espn01620634",4241474,"Brian Robinson","RB","WAS",3,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,124,TRUE,20,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"66",11,8,128,7,"West Haven Fry Sauce","espn22484161",3916430,"Nyheim Hines","RB","IND",3,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,128,TRUE,20,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"67",11,11,131,5,"I cant  Stafford Him ","espn34496267",15880,"Robert Woods","WR","TEN",3,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,131,TRUE,20,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"68",11,12,132,6,"Team Da Rejects","espn68203723",3045144,"Tyler Boyd","WR","CIN",3,12,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,132,TRUE,20,"{84B589F7-D79C-49C8-B589-F7D79CA9C8F3}",FALSE
"69",12,3,135,10,"Lamar Lamar Lamar","MFosterMN",-16014,"Rams D/ST","DST","LAR",3,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,135,TRUE,16,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"70",12,10,142,9,"Team Nicoletti","anygivensundae",16757,"Derek Carr","QB","OAK",3,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,142,TRUE,0,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"71",13,8,152,4,"Total Luckbox","theonedon",4048244,"Alexander Mattison","RB","MIN",3,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,152,TRUE,20,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"72",14,1,157,11,"Brenners Semicolon ","ESPNFAN1634782429",-16017,"Patriots D/ST","DST","NEP",3,8,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,157,TRUE,16,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",FALSE
"73",14,3,159,2,"Lambeau Leaps","espn01620634",3049899,"Younghoe Koo","K","ATL",3,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,159,TRUE,17,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"74",8,12,96,8,"The  Vindicators","Craven_Fearless",4036133,"T.J. Hockenson","TE","DET",4,12,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,96,TRUE,6,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",FALSE
"75",9,3,99,3,"Team Kennedy","ESPNFAN4315491287",4379399,"James Cook","RB","BUF",4,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,99,TRUE,20,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"76",9,8,104,7,"West Haven Fry Sauce","espn22484161",-16011,"Colts D/ST","DST","IND",4,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,104,TRUE,16,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"77",9,9,105,7,"West Haven Fry Sauce","espn22484161",4360438,"Brandon Aiyuk","WR","SFO",4,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,105,TRUE,20,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"78",10,8,116,1,"Ooh Baby I Like It Ra","Brandon35119",3925347,"Damien Harris","RB","NEP",4,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,116,TRUE,20,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"79",10,9,117,4,"Total Luckbox","theonedon",14880,"Kirk Cousins","QB","MIN",4,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,117,TRUE,20,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"80",10,10,118,9,"Team Nicoletti","anygivensundae",15795,"DeAndre Hopkins","WR","ARI",4,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,118,TRUE,20,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"81",10,11,119,7,"West Haven Fry Sauce","espn22484161",2576434,"Melvin Gordon III","RB","DEN",4,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,119,TRUE,2,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"82",11,9,129,4,"Total Luckbox","theonedon",4430191,"Skyy Moore","WR","KCC",4,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,129,TRUE,20,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"83",11,10,130,10,"Lamar Lamar Lamar","MFosterMN",4240600,"Kadarius Toney","WR","NYG",4,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,130,TRUE,20,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"84",13,6,150,9,"Team Nicoletti","anygivensundae",-16023,"Steelers D/ST","DST","PIT",4,3,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,150,TRUE,16,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"85",16,3,183,1,"Ooh Baby I Like It Ra","Brandon35119",4248528,"Christian Watson","WR","GBP",4,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,183,TRUE,20,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"86",7,3,75,4,"Total Luckbox","theonedon",3121023,"Dallas Goedert","TE","PHI",5,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,75,TRUE,6,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"87",8,7,91,1,"Ooh Baby I Like It Ra","Brandon35119",4361411,"Pat Freiermuth","TE","PIT",5,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,91,TRUE,6,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"88",8,8,92,7,"West Haven Fry Sauce","espn22484161",3059915,"Kareem Hunt","RB","CLE",5,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,92,TRUE,2,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"89",9,7,103,4,"Total Luckbox","theonedon",-16033,"Ravens D/ST","DST","BAL",5,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,103,TRUE,16,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"90",9,12,108,8,"The  Vindicators","Craven_Fearless",14881,"Russell Wilson","QB","DEN",5,12,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,108,TRUE,0,"{0825400A-175E-4E93-A9DA-39DD8D4510F8}",FALSE
"91",10,1,109,9,"Team Nicoletti","anygivensundae",2976316,"Michael Thomas","WR","NOS",5,8,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,109,TRUE,20,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"92",10,3,111,2,"Lambeau Leaps","espn01620634",4258595,"Cole Kmet","TE","CHI",5,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,111,TRUE,6,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"93",10,5,113,10,"Lamar Lamar Lamar","MFosterMN",4361370,"Chris Olave","WR","NOS",5,5,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,113,TRUE,4,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"94",12,1,133,9,"Team Nicoletti","anygivensundae",4426354,"George Pickens","WR","PIT",5,8,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,133,TRUE,20,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"95",12,8,140,7,"West Haven Fry Sauce","espn22484161",3046439,"Hunter Henry","TE","NEP",5,7,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,140,TRUE,20,"{CAC3C2A0-2DA4-4B6B-83F0-B6450B1286F7}",FALSE
"96",4,12,48,5,"I cant  Stafford Him ","espn34496267",4360310,"Trevor Lawrence","QB","JAC",6,12,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,48,TRUE,0,"{01A9ABCC-DAD1-4A55-AF72-8A9635B0C6D3}",FALSE
"97",6,7,67,10,"Lamar Lamar Lamar","MFosterMN",2330,"Tom Brady","QB","TBB",6,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,67,TRUE,20,"{85EC71D8-8F58-4E74-AC71-D88F58AE745C}",FALSE
"98",7,1,73,12,"Böblingen Ballers","olliwolli",-16002,"Bills D/ST","DST","BUF",6,8,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,73,TRUE,16,"{9A0F8FD2-F018-4225-9F35-8D4CDC07130E}",FALSE
"99",7,9,81,4,"Total Luckbox","theonedon",4569173,"Rhamondre Stevenson","RB","NEP",6,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,81,TRUE,20,"{EEA02545-1141-4227-9699-C91551004D68}",FALSE
"100",8,3,87,3,"Team Kennedy","ESPNFAN4315491287",3916148,"Tony Pollard","RB","DAL",6,10,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,87,TRUE,23,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"101",8,9,93,1,"Ooh Baby I Like It Ra","Brandon35119",12483,"Matthew Stafford","QB","LAR",6,4,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,93,TRUE,0,"{A1F454B7-8B7A-43B3-B454-B78B7A93B3D0}",FALSE
"102",8,10,94,3,"Team Kennedy","ESPNFAN4315491287",16799,"Allen Robinson II","WR","LAR",6,9,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,94,TRUE,20,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"103",8,11,95,3,"Team Kennedy","ESPNFAN4315491287",4040980,"Irv Smith Jr.","TE","MIN",6,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,95,TRUE,20,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"104",9,4,100,2,"Lambeau Leaps","espn01620634",4360238,"Dameon Pierce","RB","HOU",6,2,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,100,TRUE,20,"{20A441DE-3CBA-4EF1-A917-B13880BAF0A3}",FALSE
"105",10,2,110,11,"Brenners Semicolon ","ESPNFAN1634782429",4241372,"Marquise Brown","WR","ARI",6,11,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,110,TRUE,20,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",FALSE
"106",10,7,115,3,"Team Kennedy","ESPNFAN4315491287",3128390,"Allen Lazard","WR","GBP",6,1,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,115,TRUE,20,"{FE810BBA-EA12-4A91-81A8-A479052B0537}",FALSE
"107",7,2,74,11,"Brenners Semicolon ","ESPNFAN1634782429",15835,"Zach Ertz","TE","ARI",7,11,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,74,TRUE,6,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",FALSE
"108",7,11,83,9,"Team Nicoletti","anygivensundae",4040761,"Devin Singletary","RB","BUF",7,6,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,83,TRUE,20,"{313485EB-A983-45CC-9089-0E2DEE018820}",FALSE
"109",8,2,86,11,"Brenners Semicolon ","ESPNFAN1634782429",4360294,"Antonio Gibson","RB","WAS",7,11,FALSE,FALSE,0,2022-08-28 20:47:34,FALSE,86,TRUE,2,"{564EC9FD-D9B8-489F-88D8-92D9945F0598}",FALSE
